game_id,home_team,away_team,home_points,away_points,home_coach,away_coach,home_record,away_record,week,weekday,season,date,start_time,stadium,attendance,time_of_game,Won Toss,Roof,Surface,Duration,Weather,Vegas Line,Over/Under,Won OT Toss,Referee,Umpire,Head Linesman,Line Judge,Back Judge,Side Judge,Field Judge,Down Judge,Offensive Pass Interference,False Start,Defensive Offside,Low Block,Unnecessary Roughness,Delay of Game,Offensive Holding,Illegal Touch Pass,Defensive Pass Interference,Chop Block,Face Mask (15 Yards),Unsportsmanlike Conduct,Encroachment,Illegal Contact,Illegal Formation,Roughing the Passer,Ineligible Downfield Kick,Illegal Substitution,Personal Foul,Defensive 12 On-field,Defensive Holding,Illegal Block Above the Waist,Defensive Delay of Game,Offensive 12 On-field,Intentional Grounding,Offside on Free Kick,Illegal Shift,Horse Collar Tackle,Ineligible Downfield Pass,Neutral Zone Infraction,Illegal Touch Kick,Illegal Motion,Illegal Receiver Pass,Illegal Use of Hands,Running Into the Kicker,Illegal Blindside Block,Tripping,Illegal Forward Pass,Player Out of Bounds on Punt,Interference with Opportunity to Catch,Disqualification,Roughing the Kicker,Offensive Offside,Illegal Crackback,Illegal Kick,Taunting,Kickoff Out of Bounds,Clipping,Fair Catch Interference,Invalid Fair Catch Signal,Short Free Kick,Illegal Wedge,Illegal Forward Handoff,Face Mask (5 Yards),Leverage,Illegal Bat,Leaping,Illegal Procedure,Illegal Onside Kick,Illegally Kicking Ball,Illegal Cut,Illegal Peelback,Delay of Kickoff,Lowering the Head to Initiate Contact,Kick Catch Interference,Offensive Too Many Men on Field,Defensive Too Many Men on Field,Player Out of Bounds on Kick,Illegal Double-Team Block,Face Mask,Illegal Kick/Kicking Loose Ball,Lowering the Head to Make Forcible Contact
2011_12_NYG_NO,NO,NYG,49,24,Sean Payton,Tom Coughlin,8-3,6-5,12,Monday,2011,2011-11-28,20:40:00,Mercedes-Benz Superdome,"73,068",3:19,Saints,dome,sportturf,3:19,,New Orleans Saints -7.0,51.0 (over),,Gene Steratore,Bill Schuster,Wayne Mackie,Ron Marinucci,Dino Paganelli,Mike Weatherford,Bob Waggoner,,1,4,1,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_PHI_SEA,SEA,PHI,31,14,Pete Carroll,Andy Reid,5-7,4-8,13,Thursday,2011,2011-12-01,20:29:00,CenturyLink Field,"67,039",2:49,Seahawks,outdoors,fieldturf,2:49,"38 degrees, relative humidity 0%, wind 2 mph, wind chill 0",Philadelphia Eagles -3.0,43.5 (over),,Peter Morelli,Ruben Fowler,Mark Baltz,John Hussey,Rob Vernatchi,Don Carlsen,Jon Lucivansky,,0,3,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_TEN_BUF,BUF,TEN,17,23,Chan Gailey,Mike Munchak,5-7,7-5,13,Sunday,2011,2011-12-04,13:02:00,Ralph Wilson Stadium,"56,463",3:04,Titans (deferred),outdoors,a_turf,3:04,"57 degrees, relative humidity 41%, wind 18 mph, wind chill 0",Buffalo Bills -1.0,44.0 (under),,Alberto Riveron,Scott Dawson,Jim Mello,Ron Phares,Gregory Steed,Jimmy DeBell,Mike Weir,,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_IND_NE,NE,IND,31,24,Bill Belichick,Jim Caldwell,9-3,0-12,13,Sunday,2011,2011-12-04,13:02:00,Gillette Stadium,"68,756",2:51,Colts,outdoors,fieldturf,2:51,"51 degrees, relative humidity 0%, wind 10 mph, wind chill 0",New England Patriots -20.5,48.5 (over),,Ron Winter,Tony Michalek,Julian Mapp,Gary Arthur,Richard Reels,Tom Hill,Scott Steenson,,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_CIN_PIT,PIT,CIN,35,7,Mike Tomlin,Marvin Lewis,9-3,7-5,13,Sunday,2011,2011-12-04,13:02:00,Heinz Field,"63,697",2:53,Steelers,outdoors,grass,2:53,"59 degrees, relative humidity 28%, wind 14 mph",Pittsburgh Steelers -7.0,43.0 (under),,Carl Cheffers,Undrey Wash,Kent Payne,Tom Symonette,Todd Prukop,Boris Cheek,Jimmy Buchanan,,0,3,2,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_CAR_TB,TB,CAR,19,38,Raheem Morris,Ron Rivera,4-8,4-8,13,Sunday,2011,2011-12-04,13:02:00,Raymond James Stadium,"56,270",2:56,Panthers,outdoors,grass,2:56,"79 degrees, relative humidity 46%, wind 13 mph, wind chill 0",Carolina Panthers -2.5,46.5 (over),,Gene Steratore,Bill Schuster,Wayne Mackie,Ron Marinucci,Dino Paganelli,Mike Weatherford,Bob Waggoner,,0,0,1,0,2,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_KC_CHI,CHI,KC,3,10,Lovie Smith,Todd Haley,7-5,5-7,13,Sunday,2011,2011-12-04,13:03:00,Soldier Field,"61,973",3:02,Chiefs,outdoors,grass,3:02,"46 degrees, relative humidity 79%, wind 17 mph",Chicago Bears -9.0,35.0 (under),,Jerome Boger,Carl Paganelli,Jerry Bergman,Tom Stephan,Tony Steratore,Joe Larrew,Doug Rosenbaum,,0,4,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_ATL_HOU,HOU,ATL,17,10,Gary Kubiak,Mike Smith,9-3,7-5,13,Sunday,2011,2011-12-04,13:03:00,Reliant Stadium,"71,545",3:11,Falcons,retractable roof (closed),grass,3:11,,Atlanta Falcons -2.0,38.0 (under),,Bill Leavy,Darrell Jenkins,George Hayward,Mark Perlman,Keith Ferguson,Keith Parham,Jim Quirk,,0,4,1,0,0,2,1,1,2,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_LV_MIA,MIA,LV,34,14,Tony Sparano,Hue Jackson,4-8,7-5,13,Sunday,2011,2011-12-04,13:03:00,Sun Life Stadium,"57,225",3:04,Dolphins (deferred),outdoors,grass,3:04,"80 degrees, relative humidity 49%, wind 22 mph, wind chill 0",Miami Dolphins -3.0,43.0 (over),,Mike Carey,Fred Bryan,John McGrath,Darryll Lewis,Gregory Wilson,Allen Baynes,Gary Cavaletto,,0,2,0,0,0,0,6,0,1,0,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_NYJ_WAS,WAS,NYJ,19,34,Mike Shanahan,Rex Ryan,4-8,7-5,13,Sunday,2011,2011-12-04,13:03:00,FedExField,"74,121",3:23,Jets (deferred),outdoors,grass,3:23,"53 degrees, relative humidity 57%, wind 5 mph, wind chill 0",New York Jets -3.0,38.5 (over),,John Parry,Dan Ferrell,Derick Bowers,Rusty Baynes,Perry Paganelli,Keith Washington,Scott Edwards,,0,1,1,0,1,2,1,0,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_DEN_MIN,MIN,DEN,32,35,Leslie Frazier,John Fox,2-10,7-5,13,Sunday,2011,2011-12-04,13:05:00,Mall of America Field,"62,939",3:16,Vikings,dome,sportturf,3:16,,Minnesota Vikings -1.5,37.5 (over),,Terry McAulay,Paul King,Greg Bradley,Mark Steinkerchner,Lee Dyer,Michael Banks,Terry Brown,,1,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_BAL_CLE,CLE,BAL,10,24,Pat Shurmur,John Harbaugh,4-8,9-3,13,Sunday,2011,2011-12-04,16:05:00,Cleveland Browns Stadium,"63,648",3:06,Browns,outdoors,grass,3:06,"54 degrees, relative humidity 0%, wind 30 mph, wind chill 0",Baltimore Ravens -7.0,38.5 (under),,Ed Hochuli,Richard Hall,Mark Hittner,Adrian Hill,Don Carey,Ronald Torbert,Craig Wrolstad,,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_DAL_ARI,ARI,DAL,19,13,Ken Whisenhunt,Jason Garrett,5-7,7-5,13,Sunday,2011,2011-12-04,16:15:00,University of Phoenix Stadium,"62,180",3:28,Cowboys,retractable roof (closed),grass,3:28,,Dallas Cowboys -4.5,46.5 (under),Cardinals,Walt Coleman,Roy Ellison,Ed Camp,Michael Spanier,Greg Yette,Rick Patterson,Greg Gautreaux,,0,7,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_GB_NYG,NYG,GB,35,38,Tom Coughlin,Mike McCarthy,6-6,12-0,13,Sunday,2011,2011-12-04,16:15:00,MetLife Stadium,"80,634",3:29,Giants,outdoors,fieldturf,3:29,"52 degrees, relative humidity 67%, wind 9 mph, wind chill 0",Green Bay Packers -7.0,54.0 (over),,Jeff Triplette,Jeff Rice,Phil McKinnely,Tim Podraza,Steve Freeman,Dave Wyant,Barry Anderson,,0,4,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_LAR_SF,SF,LAR,26,0,Jim Harbaugh,Steve Spagnuolo,10-2,2-10,13,Sunday,2011,2011-12-04,16:15:00,Candlestick Park,"69,732",2:55,Rams (deferred),outdoors,grass,2:55,"53 degrees, relative humidity 48%, wind 2 mph, wind chill 0",San Francisco 49ers -14.5,38.5 (under),,Peter Morelli,Bruce Stritesky,Tom Stabile,Tom Barnes,Scott Helverson,Larry Rose,Dyrol Prioleau,,0,3,0,0,2,2,3,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_DET_NO,NO,DET,31,17,Sean Payton,Jim Schwartz,9-3,7-5,13,Sunday,2011,2011-12-04,20:31:00,Mercedes-Benz Superdome,"73,042",3:06,Saints,dome,sportturf,3:06,,New Orleans Saints -9.0,54.5 (under),,Clete Blakeman,Garth DeFelice,Tony Veteri,Jeff Seeman,Terrence Miles,Greg Meyer,Buddy Horton,,3,0,0,0,3,0,3,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_13_LAC_JAX,JAX,LAC,14,38,Mel Tucker,Norv Turner,3-9,5-7,13,Monday,2011,2011-12-05,20:41:00,EverBank Field,"62,743",2:53,Chargers (deferred),outdoors,grass,2:53,"67 degrees, relative humidity 81%, wind 6 mph, wind chill 0",San Diego Chargers -3.0,39.5 (over),,Walt Anderson,Butch Hannah,Steve Stelljes,Byron Boston,Billy Smith,James Coleman,David Meslow,,0,1,2,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_CLE_PIT,PIT,CLE,14,3,Mike Tomlin,Pat Shurmur,10-3,4-9,14,Thursday,2011,2011-12-08,20:28:00,Heinz Field,"60,754",3:03,Browns,outdoors,grass,3:03,"31 degrees, relative humidity 74%, wind 6 mph, wind chill 25",Pittsburgh Steelers -14.0,40.0 (under),,Ed Hochuli,Fred Bryan,John McGrath,Darryll Lewis,Gregory Wilson,Rusty Baynes,Gary Cavaletto,,0,3,1,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_IND_BAL,BAL,IND,24,10,John Harbaugh,Jim Caldwell,10-3,0-13,14,Sunday,2011,2011-12-11,13:02:00,M&T Bank Stadium,"71,187",2:54,Ravens (deferred),outdoors,sportturf,2:54,"43 degrees, relative humidity 34%, wind 2 mph, wind chill 0",Baltimore Ravens -16.5,41.5 (under),,Clete Blakeman,Garth DeFelice,Tony Veteri,Jeff Seeman,Greg Meyer,Terrence Miles,Buddy Horton,,0,3,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_HOU_CIN,CIN,HOU,19,20,Marvin Lewis,Gary Kubiak,7-6,10-3,14,Sunday,2011,2011-12-11,13:02:00,Paul Brown Stadium,"41,202",3:07,Bengals (deferred),outdoors,fieldturf,3:07,"34 degrees, relative humidity 47%, wind 4 mph, wind chill 30",Cincinnati Bengals -3.0,37.0 (over),,Ed Hochuli,Richard Hall,Mark Hittner,Adrian Hill,Don Carey,Ronald Torbert,Craig Wrolstad,,0,4,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_KC_NYJ,NYJ,KC,37,10,Rex Ryan,Todd Haley,8-5,5-8,14,Sunday,2011,2011-12-11,13:02:00,MetLife Stadium,"79,088",3:06,Jets,outdoors,fieldturf,3:06,"37 degrees, relative humidity 35%, wind 5 mph, wind chill 0",New York Jets -10.5,35.5 (over),,Terry McAulay,Paul King,Greg Bradley,Mark Steinkerchner,Lee Dyer,Michael Banks,Terry Brown,,0,1,0,0,0,1,3,0,2,1,0,2,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_MIN_DET,DET,MIN,34,28,Jim Schwartz,Leslie Frazier,8-5,2-11,14,Sunday,2011,2011-12-11,13:03:00,Ford Field,"63,988",3:14,Lions,dome,fieldturf,3:14,,Detroit Lions -10.0,47.0 (over),,John Parry,Dan Ferrell,Derick Bowers,Rusty Baynes,Perry Paganelli,Keith Washington,Scott Edwards,,0,2,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_TB_JAX,JAX,TB,41,14,Mel Tucker,Raheem Morris,4-9,4-9,14,Sunday,2011,2011-12-11,13:03:00,EverBank Field,"62,562",3:11,Buccaneers,outdoors,grass,3:11,"58 degrees, relative humidity 80%, wind 12 mph, wind chill 0",Tampa Bay Buccaneers -3.0,42.0 (over),,Jerome Boger,Carl Paganelli,Jerry Bergman,Tom Stephan,Tony Steratore,Joe Larrew,Doug Rosenbaum,,0,2,0,0,0,1,7,0,0,0,2,0,1,0,1,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_PHI_MIA,MIA,PHI,10,26,Tony Sparano,Andy Reid,4-9,5-8,14,Sunday,2011,2011-12-11,13:03:00,Sun Life Stadium,"67,823",3:32,Dolphins (deferred),outdoors,grass,3:32,"75 degrees, relative humidity 83%, wind 11 mph, wind chill 0",Miami Dolphins -3.0,44.5 (under),,Ron Winter,Tony Michalek,Julian Mapp,Gary Arthur,Richard Reels,Tom Hill,Scott Steenson,,0,2,0,0,3,0,6,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_NO_TEN,TEN,NO,17,22,Mike Munchak,Sean Payton,7-6,10-3,14,Sunday,2011,2011-12-11,13:03:00,LP Field,"69,143",3:14,Titans (deferred),outdoors,grass,3:14,"41 degrees, relative humidity 44%, wind 7 mph",New Orleans Saints -3.5,48.0 (under),,Mike Carey,Chad Brown,Dana McKenzie,Tim Podraza,Kirk Dornan,Boris Cheek,Mike Weir,,1,4,0,0,1,0,8,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_NE_WAS,WAS,NE,27,34,Mike Shanahan,Bill Belichick,4-9,10-3,14,Sunday,2011,2011-12-11,13:03:00,FedExField,"77,825",3:04,Redskins,outdoors,grass,3:04,"40 degrees, relative humidity 33%, no wind",New England Patriots -7.5,47.0 (over),,Jeff Triplette,Jeff Rice,Phil McKinnely,Jeff Bergman,Steve Freeman,Dave Wyant,Barry Anderson,,1,1,0,0,2,0,4,0,1,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_ATL_CAR,CAR,ATL,23,31,Ron Rivera,Mike Smith,4-9,8-5,14,Sunday,2011,2011-12-11,13:04:00,Bank of America Stadium,"72,680",3:11,Falcons,outdoors,grass,3:11,"43 degrees, relative humidity 45%, wind 10 mph",Atlanta Falcons -3.0,47.5 (over),,Walt Anderson,Butch Hannah,Steve Stelljes,Byron Boston,Billy Smith,James Coleman,David Meslow,,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_SF_ARI,ARI,SF,21,19,Ken Whisenhunt,Jim Harbaugh,6-7,10-3,14,Sunday,2011,2011-12-11,16:05:00,University of Phoenix Stadium,"60,808",3:07,Cardinals (deferred),retractable roof (closed),grass,3:07,,San Francisco 49ers -3.5,40.0 (push),,Alberto Riveron,Scott Dawson,Jim Mello,Ron Phares,Gregory Steed,Jimmy DeBell,Steve Zimmer,,0,4,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_CHI_DEN,DEN,CHI,13,10,John Fox,Lovie Smith,8-5,7-6,14,Sunday,2011,2011-12-11,16:05:00,Sports Authority Field at Mile High,"76,487",3:14,Bears (deferred),outdoors,grass,3:14,"50 degrees, relative humidity 22%, wind 7 mph",Denver Broncos -3.5,35.5 (under),Bears,Carl Cheffers,Undrey Wash,Kent Payne,Tom Symonette,Todd Prukop,Laird Hayes,Jimmy Buchanan,,0,3,0,0,0,2,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_LV_GB,GB,LV,46,16,Mike McCarthy,Hue Jackson,13-0,7-6,14,Sunday,2011,2011-12-11,16:15:00,Lambeau Field,"70,524",3:22,Raiders,outdoors,grass,3:22,"43 degrees, relative humidity 55%, wind 15 mph",Green Bay Packers -11.5,49.5 (over),,Peter Morelli,Ruben Fowler,Mark Baltz,John Hussey,Rob Vernatchi,Don Carlsen,Jon Lucivansky,,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_BUF_LAC,LAC,BUF,37,10,Norv Turner,Chan Gailey,6-7,5-8,14,Sunday,2011,2011-12-11,16:15:00,Qualcomm Stadium,"62,494",2:59,Chargers,outdoors,grass,2:59,"59 degrees, relative humidity 61%, wind 5 mph, wind chill 0",San Diego Chargers -7.0,49.0 (under),,Gene Steratore,Bill Schuster,Wayne Mackie,Ron Marinucci,Dino Paganelli,Mike Weatherford,Bob Waggoner,,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_NYG_DAL,DAL,NYG,34,37,Jason Garrett,Tom Coughlin,7-6,7-6,14,Sunday,2011,2011-12-11,20:30:00,Cowboys Stadium,"95,952",3:26,Cowboys,retractable roof (closed),matrixturf,3:26,,Dallas Cowboys -4.5,50.5 (over),,Scott Green,Bruce Stritesky,Tom Stabile,Tom Barnes,Scott Helverson,Larry Rose,Dyrol Prioleau,,0,2,2,0,1,1,1,0,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_14_LAR_SEA,SEA,LAR,30,13,Pete Carroll,Steve Spagnuolo,6-7,2-11,14,Monday,2011,2011-12-12,20:40:00,CenturyLink Field,"66,577",2:59,Seahawks,outdoors,fieldturf,2:59,"40 degrees, relative humidity 0%, wind 7 mph",Seattle Seahawks -9.5,37.0 (over),,Bill Leavy,Darrell Jenkins,George Hayward,Mark Perlman,Keith Ferguson,Keith Parham,Jim Quirk,,0,5,1,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_15_JAX_ATL,ATL,JAX,41,14,Mike Smith,Mel Tucker,9-5,4-10,15,Thursday,2011,2011-12-15,20:29:00,Georgia Dome,"68,856",2:48,Falcons,dome,fieldturf,2:48,,Atlanta Falcons -13.5,42.0 (over),,Ron Winter,Tony Michalek,Julian Mapp,Gary Arthur,Richard Reels,Tom Hill,Scott Steenson,,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_15_DAL_TB,TB,DAL,15,31,Raheem Morris,Jason Garrett,4-10,8-6,15,Saturday,2011,2011-12-17,20:29:00,Raymond James Stadium,"65,162",2:48,Buccaneers,outdoors,grass,2:48,"66 degrees, relative humidity 78%, wind 3 mph, wind chill 0",Dallas Cowboys -7.0,47.0 (under),,Terry McAulay,Paul King,Greg Bradley,Mark Steinkerchner,Lee Dyer,Michael Banks,Terry Brown,,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_15_CIN_LAR,LAR,CIN,13,20,Steve Spagnuolo,Marvin Lewis,2-12,8-6,15,Sunday,2011,2011-12-18,13:00:00,Edward Jones Dome,"56,431",3:05,Rams,dome,astroplay,3:05,,Cincinnati Bengals -7.0,39.0 (under),,Jerome Boger,Carl Paganelli,Jerry Bergman,Tom Stephan,Tony Steratore,Joe Larrew,Doug Rosenbaum,,0,4,1,0,3,0,4,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011_15_MIA_BUF,BUF,MIA,23,30,Chan Gailey,Todd Bowles,5-9,5-9,15,Sunday,2011,2011-12-18,13:02:00,Ralph Wilson Stadium,"60,988",3:22,Dolphins (deferred),outdoors,a_turf,3:22,"31 degrees, relative humidity 64%, wind 12 mph, wind chill 22",Buffalo Bills -1.5,40.5 (over),,John Parry,Dan Ferrell,Derick Bowers,Rusty Baynes,Perry Paganelli,Keith Washington,Scott Edwards,,0,4,1,0,0,0,5,0,2,0,1,1,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
